school,year,conference
North Florida,2010,ASUN
North Florida,2011,ASUN
North Florida,2012,ASUN
North Florida,2013,ASUN
North Florida,2014,ASUN
North Florida,2015,ASUN
North Florida,2016,ASUN
North Florida,2017,ASUN
North Florida,2018,ASUN
North Florida,2019,ASUN
North Florida,2020,ASUN
North Florida,2021,ASUN
North Florida,2022,ASUN
North Florida,2023,ASUN
North Florida,2024,ASUN
North Texas,2010,CUSA
North Texas,2011,CUSA
North Texas,2012,CUSA
North Texas,2013,CUSA
North Texas,2014,CUSA
North Texas,2015,CUSA
North Texas,2016,CUSA
North Texas,2017,CUSA
North Texas,2018,CUSA
North Texas,2019,CUSA
North Texas,2020,CUSA
North Texas,2021,CUSA
North Texas,2022,CUSA
North Texas,2023,CUSA
North Texas,2024,CUSA
Northeastern,2010,CAA
Northeastern,2011,CAA
Northeastern,2012,CAA
Northeastern,2013,CAA
Northeastern,2014,CAA
Northeastern,2015,CAA
Northeastern,2016,CAA
Northeastern,2017,CAA
Northeastern,2018,CAA
Northeastern,2019,CAA
Northeastern,2020,CAA
Northeastern,2021,CAA
Northeastern,2022,CAA
Northeastern,2023,CAA
Northeastern,2024,CAA
Northern Arizona,2010,Big Sky
Northern Arizona,2011,Big Sky
Northern Arizona,2012,Big Sky
Northern Arizona,2013,Big Sky
Northern Arizona,2014,Big Sky
Northern Arizona,2015,Big Sky
Northern Arizona,2016,Big Sky
Northern Arizona,2017,Big Sky
Northern Arizona,2018,Big Sky
Northern Arizona,2019,Big Sky
Northern Arizona,2020,Big Sky
Northern Arizona,2021,Big Sky
Northern Arizona,2022,Big Sky
Northern Arizona,2023,Big Sky
Northern Arizona,2024,Big Sky
Northern Colorado,2010,Big Sky
Northern Colorado,2011,Big Sky
Northern Colorado,2012,Big Sky
Northern Colorado,2013,Big Sky
Northern Colorado,2014,Big Sky
Northern Colorado,2015,Big Sky
Northern Colorado,2016,Big Sky
Northern Colorado,2017,Big Sky
Northern Colorado,2018,Big Sky
Northern Colorado,2019,Big Sky
Northern Colorado,2020,Big Sky
Northern Colorado,2021,Big Sky
Northern Colorado,2022,Big Sky
Northern Colorado,2023,Big Sky
Northern Colorado,2024,Big Sky
Northern Illinois,2010,MAC
Northern Illinois,2011,MAC
Northern Illinois,2012,MAC
Northern Illinois,2013,MAC
Northern Illinois,2014,MAC
Northern Illinois,2015,MAC
Northern Illinois,2016,MAC
Northern Illinois,2017,MAC
Northern Illinois,2018,MAC
Northern Illinois,2019,MAC
Northern Illinois,2020,MAC
Northern Illinois,2021,MAC
Northern Illinois,2022,MAC
Northern Illinois,2023,MAC
Northern Illinois,2024,MAC
Northern Iowa,2010,Missouri Valley
Northern Iowa,2011,Missouri Valley
Northern Iowa,2012,Missouri Valley
Northern Iowa,2013,Missouri Valley
Northern Iowa,2014,Missouri Valley
Northern Iowa,2015,Missouri Valley
Northern Iowa,2016,Missouri Valley
Northern Iowa,2017,Missouri Valley
Northern Iowa,2018,Missouri Valley
Northern Iowa,2019,Missouri Valley
Northern Iowa,2020,Missouri Valley
Northern Iowa,2021,Missouri Valley
Northern Iowa,2022,Missouri Valley
Northern Iowa,2023,Missouri Valley
Northern Iowa,2024,Missouri Valley
Northern Kentucky,2010,ASUN
Northern Kentucky,2011,ASUN
Northern Kentucky,2012,ASUN
Northern Kentucky,2013,ASUN
Northern Kentucky,2014,ASUN
Northern Kentucky,2015,ASUN
Northern Kentucky,2016,ASUN
Northern Kentucky,2017,ASUN
Northern Kentucky,2018,ASUN
Northern Kentucky,2019,ASUN
Northern Kentucky,2020,ASUN
Northern Kentucky,2021,ASUN
Northern Kentucky,2022,ASUN
Northern Kentucky,2023,ASUN
Northern Kentucky,2024,ASUN
Northwestern,2010,Big Ten
Northwestern,2011,Big Ten
Northwestern,2012,Big Ten
Northwestern,2013,Big Ten
Northwestern,2014,Big Ten
Northwestern,2015,Big Ten
Northwestern,2016,Big Ten
Northwestern,2017,Big Ten
Northwestern,2018,Big Ten
Northwestern,2019,Big Ten
Northwestern,2020,Big Ten
Northwestern,2021,Big Ten
Northwestern,2022,Big Ten
Northwestern,2023,Big Ten
Northwestern,2024,Big Ten
Northwestern State,2010,Southland
Northwestern State,2011,Southland
Northwestern State,2012,Southland
Northwestern State,2013,Southland
Northwestern State,2014,Southland
Northwestern State,2015,Southland
Northwestern State,2016,Southland
Northwestern State,2017,Southland
Northwestern State,2018,Southland
Northwestern State,2019,Southland
Northwestern State,2020,Southland
Northwestern State,2021,Southland
Northwestern State,2022,Southland
Northwestern State,2023,Southland
Northwestern State,2024,Southland
Notre Dame,2010,Big East
Notre Dame,2011,Big East
Notre Dame,2012,Big East
Notre Dame,2013,ACC
Notre Dame,2014,ACC
Notre Dame,2015,ACC
Notre Dame,2016,ACC
Notre Dame,2017,ACC
Notre Dame,2018,ACC
Notre Dame,2019,ACC
Notre Dame,2020,ACC
Notre Dame,2021,ACC
Notre Dame,2022,ACC
Notre Dame,2023,ACC
Notre Dame,2024,ACC
Oakland,2010,Horizon
Oakland,2011,Horizon
Oakland,2012,Horizon
Oakland,2013,Horizon
Oakland,2014,Horizon
Oakland,2015,Horizon
Oakland,2016,Horizon
Oakland,2017,Horizon
Oakland,2018,Horizon
Oakland,2019,Horizon
Oakland,2020,Horizon
Oakland,2021,Horizon
Oakland,2022,Horizon
Oakland,2023,Horizon
Oakland,2024,Horizon
Ohio,2010,MAC
Ohio,2011,MAC
Ohio,2012,MAC
Ohio,2013,MAC
Ohio,2014,MAC
Ohio,2015,MAC
Ohio,2016,MAC
Ohio,2017,MAC
Ohio,2018,MAC
Ohio,2019,MAC
Ohio,2020,MAC
Ohio,2021,MAC
Ohio,2022,MAC
Ohio,2023,MAC
Ohio,2024,MAC
Ohio State,2010,Big Ten
Ohio State,2011,Big Ten
Ohio State,2012,Big Ten
Ohio State,2013,Big Ten
Ohio State,2014,Big Ten
Ohio State,2015,Big Ten
Ohio State,2016,Big Ten
Ohio State,2017,Big Ten
Ohio State,2018,Big Ten
Ohio State,2019,Big Ten
Ohio State,2020,Big Ten
Ohio State,2021,Big Ten
Ohio State,2022,Big Ten
Ohio State,2023,Big Ten
Ohio State,2024,Big Ten
Oklahoma,2010,Big 12
Oklahoma,2011,Big 12
Oklahoma,2012,Big 12
Oklahoma,2013,Big 12
Oklahoma,2014,Big 12
Oklahoma,2015,Big 12
Oklahoma,2016,Big 12
Oklahoma,2017,Big 12
Oklahoma,2018,Big 12
Oklahoma,2019,Big 12
Oklahoma,2020,Big 12
Oklahoma,2021,Big 12
Oklahoma,2022,Big 12
Oklahoma,2023,Big 12
Oklahoma,2024,SEC
Oklahoma State,2010,Big 12
Oklahoma State,2011,Big 12
Oklahoma State,2012,Big 12
Oklahoma State,2013,Big 12
Oklahoma State,2014,Big 12
Oklahoma State,2015,Big 12
Oklahoma State,2016,Big 12
Oklahoma State,2017,Big 12
Oklahoma State,2018,Big 12
Oklahoma State,2019,Big 12
Oklahoma State,2020,Big 12
Oklahoma State,2021,Big 12
Oklahoma State,2022,Big 12
Oklahoma State,2023,Big 12
Oklahoma State,2024,Big 12
Old Dominion,2010,CUSA
Old Dominion,2011,CUSA
Old Dominion,2012,CUSA
Old Dominion,2013,CUSA
Old Dominion,2014,CUSA
Old Dominion,2015,CUSA
Old Dominion,2016,CUSA
Old Dominion,2017,CUSA
Old Dominion,2018,CUSA
Old Dominion,2019,CUSA
Old Dominion,2020,CUSA
Old Dominion,2021,CUSA
Old Dominion,2022,CUSA
Old Dominion,2023,CUSA
Old Dominion,2024,CUSA
Ole Miss,2010,SEC
Ole Miss,2011,SEC
Ole Miss,2012,SEC
Ole Miss,2013,SEC
Ole Miss,2014,SEC
Ole Miss,2015,SEC
Ole Miss,2016,SEC
Ole Miss,2017,SEC
Ole Miss,2018,SEC
Ole Miss,2019,SEC
Ole Miss,2020,SEC
Ole Miss,2021,SEC
Ole Miss,2022,SEC
Ole Miss,2023,SEC
Ole Miss,2024,SEC
Omaha,2010,Summit
Omaha,2011,Summit
Omaha,2012,Summit
Omaha,2013,Summit
Omaha,2014,Summit
Omaha,2015,Summit
Omaha,2016,Summit
Omaha,2017,Summit
Omaha,2018,Summit
Omaha,2019,Summit
Omaha,2020,Summit
Omaha,2021,Summit
Omaha,2022,Summit
Omaha,2023,Summit
Omaha,2024,Summit
Oral Roberts,2010,Summit
Oral Roberts,2011,Summit
Oral Roberts,2012,Summit
Oral Roberts,2013,Summit
Oral Roberts,2014,Summit
Oral Roberts,2015,Summit
Oral Roberts,2016,Summit
Oral Roberts,2017,Summit
Oral Roberts,2018,Summit
Oral Roberts,2019,Summit
Oral Roberts,2020,Summit
Oral Roberts,2021,Summit
Oral Roberts,2022,Summit
Oral Roberts,2023,Summit
Oral Roberts,2024,Summit
Oregon,2010,Pac-12
Oregon,2011,Pac-12
Oregon,2012,Pac-12
Oregon,2013,Pac-12
Oregon,2014,Pac-12
Oregon,2015,Pac-12
Oregon,2016,Pac-12
Oregon,2017,Pac-12
Oregon,2018,Pac-12
Oregon,2019,Pac-12
Oregon,2020,Pac-12
Oregon,2021,Pac-12
Oregon,2022,Pac-12
Oregon,2023,Pac-12
Oregon,2024,Big Ten
Oregon State,2010,Pac-12
Oregon State,2011,Pac-12
Oregon State,2012,Pac-12
Oregon State,2013,Pac-12
Oregon State,2014,Pac-12
Oregon State,2015,Pac-12
Oregon State,2016,Pac-12
Oregon State,2017,Pac-12
Oregon State,2018,Pac-12
Oregon State,2019,Pac-12
Oregon State,2020,Pac-12
Oregon State,2021,Pac-12
Oregon State,2022,Pac-12
Oregon State,2023,Pac-12
Oregon State,2024,Pac-12
Pacific,2010,WCC
Pacific,2011,WCC
Pacific,2012,WCC
Pacific,2013,WCC
Pacific,2014,WCC
Pacific,2015,WCC
Pacific,2016,WCC
Pacific,2017,WCC
Pacific,2018,WCC
Pacific,2019,WCC
Pacific,2020,WCC
Pacific,2021,WCC
Pacific,2022,WCC
Pacific,2023,WCC
Pacific,2024,WCC
Penn,2010,Ivy
Penn,2011,Ivy
Penn,2012,Ivy
Penn,2013,Ivy
Penn,2014,Ivy
Penn,2015,Ivy
Penn,2016,Ivy
Penn,2017,Ivy
Penn,2018,Ivy
Penn,2019,Ivy
Penn,2020,Ivy
Penn,2021,Ivy
Penn,2022,Ivy
Penn,2023,Ivy
Penn,2024,Ivy
Penn State,2010,Big Ten
Penn State,2011,Big Ten
Penn State,2012,Big Ten
Penn State,2013,Big Ten
Penn State,2014,Big Ten
Penn State,2015,Big Ten
Penn State,2016,Big Ten
Penn State,2017,Big Ten
Penn State,2018,Big Ten
Penn State,2019,Big Ten
Penn State,2020,Big Ten
Penn State,2021,Big Ten
Penn State,2022,Big Ten
Penn State,2023,Big Ten
Penn State,2024,Big Ten
Pepperdine,2010,WCC
Pepperdine,2011,WCC
Pepperdine,2012,WCC
Pepperdine,2013,WCC
Pepperdine,2014,WCC
Pepperdine,2015,WCC
Pepperdine,2016,WCC
Pepperdine,2017,WCC
Pepperdine,2018,WCC
Pepperdine,2019,WCC
Pepperdine,2020,WCC
Pepperdine,2021,WCC
Pepperdine,2022,WCC
Pepperdine,2023,WCC
Pepperdine,2024,WCC
Pittsburgh,2010,Big East
Pittsburgh,2011,Big East
Pittsburgh,2012,Big East
Pittsburgh,2013,ACC
Pittsburgh,2014,ACC
Pittsburgh,2015,ACC
Pittsburgh,2016,ACC
Pittsburgh,2017,ACC
Pittsburgh,2018,ACC
Pittsburgh,2019,ACC
Pittsburgh,2020,ACC
Pittsburgh,2021,ACC
Pittsburgh,2022,ACC
Pittsburgh,2023,ACC
Pittsburgh,2024,ACC
Portland,2010,WCC
Portland,2011,WCC
Portland,2012,WCC
Portland,2013,WCC
Portland,2014,WCC
Portland,2015,WCC
Portland,2016,WCC
Portland,2017,WCC
Portland,2018,WCC
Portland,2019,WCC
Portland,2020,WCC
Portland,2021,WCC
Portland,2022,WCC
Portland,2023,WCC
Portland,2024,WCC
Portland State,2010,Big Sky
Portland State,2011,Big Sky
Portland State,2012,Big Sky
Portland State,2013,Big Sky
Portland State,2014,Big Sky
Portland State,2015,Big Sky
Portland State,2016,Big Sky
Portland State,2017,Big Sky
Portland State,2018,Big Sky
Portland State,2019,Big Sky
Portland State,2020,Big Sky
Portland State,2021,Big Sky
Portland State,2022,Big Sky
Portland State,2023,Big Sky
Portland State,2024,Big Sky
Prairie View A&M,2010,SWAC
Prairie View A&M,2011,SWAC
Prairie View A&M,2012,SWAC
Prairie View A&M,2013,SWAC
Prairie View A&M,2014,SWAC
Prairie View A&M,2015,SWAC
Prairie View A&M,2016,SWAC
Prairie View A&M,2017,SWAC
Prairie View A&M,2018,SWAC
Prairie View A&M,2019,SWAC
Prairie View A&M,2020,SWAC
Prairie View A&M,2021,SWAC
Prairie View A&M,2022,SWAC
Prairie View A&M,2023,SWAC
Prairie View A&M,2024,SWAC
Presbyterian,2010,Big South
Presbyterian,2011,Big South
Presbyterian,2012,Big South
Presbyterian,2013,Big South
Presbyterian,2014,Big South
Presbyterian,2015,Big South
Presbyterian,2016,Big South
Presbyterian,2017,Big South
Presbyterian,2018,Big South
Presbyterian,2019,Big South
Presbyterian,2020,Big South
Presbyterian,2021,Big South
Presbyterian,2022,Big South
Presbyterian,2023,Big South
Presbyterian,2024,Big South
Princeton,2010,Ivy
Princeton,2011,Ivy
Princeton,2012,Ivy
Princeton,2013,Ivy
Princeton,2014,Ivy
Princeton,2015,Ivy
Princeton,2016,Ivy
Princeton,2017,Ivy
Princeton,2018,Ivy
Princeton,2019,Ivy
Princeton,2020,Ivy
Princeton,2021,Ivy
Princeton,2022,Ivy
Princeton,2023,Ivy
Princeton,2024,Ivy
Providence,2010,Big East
Providence,2011,Big East
Providence,2012,Big East
Providence,2013,Big East
Providence,2014,Big East
Providence,2015,Big East
Providence,2016,Big East
Providence,2017,Big East
Providence,2018,Big East
Providence,2019,Big East
Providence,2020,Big East
Providence,2021,Big East
Providence,2022,Big East
Providence,2023,Big East
Providence,2024,Big East
Purdue,2010,Big Ten
Purdue,2011,Big Ten
Purdue,2012,Big Ten
Purdue,2013,Big Ten
Purdue,2014,Big Ten
Purdue,2015,Big Ten
Purdue,2016,Big Ten
Purdue,2017,Big Ten
Purdue,2018,Big Ten
Purdue,2019,Big Ten
Purdue,2020,Big Ten
Purdue,2021,Big Ten
Purdue,2022,Big Ten
Purdue,2023,Big Ten
Purdue,2024,Big Ten
Quinnipiac,2010,MAAC
Quinnipiac,2011,MAAC
Quinnipiac,2012,MAAC
Quinnipiac,2013,MAAC
Quinnipiac,2014,MAAC
Quinnipiac,2015,MAAC
Quinnipiac,2016,MAAC
Quinnipiac,2017,MAAC
Quinnipiac,2018,MAAC
Quinnipiac,2019,MAAC
Quinnipiac,2020,MAAC
Quinnipiac,2021,MAAC
Quinnipiac,2022,MAAC
Quinnipiac,2023,MAAC
Quinnipiac,2024,MAAC
Radford,2010,Big South
Radford,2011,Big South
Radford,2012,Big South
Radford,2013,Big South
Radford,2014,Big South
Radford,2015,Big South
Radford,2016,Big South
Radford,2017,Big South
Radford,2018,Big South
Radford,2019,Big South
Radford,2020,Big South
Radford,2021,Big South
Radford,2022,Big South
Radford,2023,Big South
Radford,2024,Big South
Rhode Island,2010,Atlantic 10
Rhode Island,2011,Atlantic 10
Rhode Island,2012,Atlantic 10
Rhode Island,2013,Atlantic 10
Rhode Island,2014,Atlantic 10
Rhode Island,2015,Atlantic 10
Rhode Island,2016,Atlantic 10
Rhode Island,2017,Atlantic 10
Rhode Island,2018,Atlantic 10
Rhode Island,2019,Atlantic 10
Rhode Island,2020,Atlantic 10
Rhode Island,2021,Atlantic 10
Rhode Island,2022,Atlantic 10
Rhode Island,2023,Atlantic 10
Rhode Island,2024,Atlantic 10
Rice,2010,CUSA
Rice,2011,CUSA
Rice,2012,CUSA
Rice,2013,CUSA
Rice,2014,CUSA
Rice,2015,CUSA
Rice,2016,CUSA
Rice,2017,CUSA
Rice,2018,CUSA
Rice,2019,CUSA
Rice,2020,CUSA
Rice,2021,CUSA
Rice,2022,CUSA
Rice,2023,CUSA
Rice,2024,CUSA
Richmond,2010,Atlantic 10
Richmond,2011,Atlantic 10
Richmond,2012,Atlantic 10
Richmond,2013,Atlantic 10
Richmond,2014,Atlantic 10
Richmond,2015,Atlantic 10
Richmond,2016,Atlantic 10
Richmond,2017,Atlantic 10
Richmond,2018,Atlantic 10
Richmond,2019,Atlantic 10
Richmond,2020,Atlantic 10
Richmond,2021,Atlantic 10
Richmond,2022,Atlantic 10
Richmond,2023,Atlantic 10
Richmond,2024,Atlantic 10
Rider,2010,MAAC
Rider,2011,MAAC
Rider,2012,MAAC
Rider,2013,MAAC
Rider,2014,MAAC
Rider,2015,MAAC
Rider,2016,MAAC
Rider,2017,MAAC
Rider,2018,MAAC
Rider,2019,MAAC
Rider,2020,MAAC
Rider,2021,MAAC
Rider,2022,MAAC
Rider,2023,MAAC
Rider,2024,MAAC
Robert Morris,2010,Horizon
Robert Morris,2011,Horizon
Robert Morris,2012,Horizon
Robert Morris,2013,Horizon
Robert Morris,2014,Horizon
Robert Morris,2015,Horizon
Robert Morris,2016,Horizon
Robert Morris,2017,Horizon
Robert Morris,2018,Horizon
Robert Morris,2019,Horizon
Robert Morris,2020,Horizon
Robert Morris,2021,Horizon
Robert Morris,2022,Horizon
Robert Morris,2023,Horizon
Robert Morris,2024,Horizon
Rutgers,2010,Big East
Rutgers,2011,Big East
Rutgers,2012,Big East
Rutgers,2013,Big East
Rutgers,2014,Big Ten
Rutgers,2015,Big Ten
Rutgers,2016,Big Ten
Rutgers,2017,Big Ten
Rutgers,2018,Big Ten
Rutgers,2019,Big Ten
Rutgers,2020,Big Ten
Rutgers,2021,Big Ten
Rutgers,2022,Big Ten
Rutgers,2023,Big Ten
Rutgers,2024,Big Ten
SE Louisiana,2010,Southland
SE Louisiana,2011,Southland
SE Louisiana,2012,Southland
SE Louisiana,2013,Southland
SE Louisiana,2014,Southland
SE Louisiana,2015,Southland
SE Louisiana,2016,Southland
SE Louisiana,2017,Southland
SE Louisiana,2018,Southland
SE Louisiana,2019,Southland
SE Louisiana,2020,Southland
SE Louisiana,2021,Southland
SE Louisiana,2022,Southland
SE Louisiana,2023,Southland
SE Louisiana,2024,Southland
SIUE,2010,Ohio Valley
SIUE,2011,Ohio Valley
SIUE,2012,Ohio Valley
SIUE,2013,Ohio Valley
SIUE,2014,Ohio Valley
SIUE,2015,Ohio Valley
SIUE,2016,Ohio Valley
SIUE,2017,Ohio Valley
SIUE,2018,Ohio Valley
SIUE,2019,Ohio Valley
SIUE,2020,Ohio Valley
SIUE,2021,Ohio Valley
SIUE,2022,Ohio Valley
SIUE,2023,Ohio Valley
SIUE,2024,Ohio Valley
SMU,2013,AAC
SMU,2014,AAC
SMU,2015,AAC
SMU,2016,AAC
SMU,2017,AAC
SMU,2018,AAC
SMU,2019,AAC
SMU,2020,AAC
SMU,2021,AAC
SMU,2022,AAC
SMU,2023,AAC
SMU,2024,ACC
Sacramento State,2010,Big Sky
Sacramento State,2011,Big Sky
Sacramento State,2012,Big Sky
Sacramento State,2013,Big Sky
Sacramento State,2014,Big Sky
Sacramento State,2015,Big Sky
Sacramento State,2016,Big Sky
Sacramento State,2017,Big Sky
Sacramento State,2018,Big Sky
Sacramento State,2019,Big Sky
Sacramento State,2020,Big Sky
Sacramento State,2021,Big Sky
Sacramento State,2022,Big Sky
Sacramento State,2023,Big Sky
Sacramento State,2024,Big Sky
Sacred Heart,2010,NEC
Sacred Heart,2011,NEC
Sacred Heart,2012,NEC
Sacred Heart,2013,NEC
Sacred Heart,2014,NEC
Sacred Heart,2015,NEC
Sacred Heart,2016,NEC
Sacred Heart,2017,NEC
Sacred Heart,2018,NEC
Sacred Heart,2019,NEC
Sacred Heart,2020,NEC
Sacred Heart,2021,NEC
Sacred Heart,2022,NEC
Sacred Heart,2023,NEC
Sacred Heart,2024,NEC
Saint Bonaventure,2010,Atlantic 10
Saint Bonaventure,2011,Atlantic 10
Saint Bonaventure,2012,Atlantic 10
Saint Bonaventure,2013,Atlantic 10
Saint Bonaventure,2014,Atlantic 10
Saint Bonaventure,2015,Atlantic 10
Saint Bonaventure,2016,Atlantic 10
Saint Bonaventure,2017,Atlantic 10
Saint Bonaventure,2018,Atlantic 10
Saint Bonaventure,2019,Atlantic 10
Saint Bonaventure,2020,Atlantic 10
Saint Bonaventure,2021,Atlantic 10
Saint Bonaventure,2022,Atlantic 10
Saint Bonaventure,2023,Atlantic 10
Saint Bonaventure,2024,Atlantic 10
Saint Joseph's,2010,Atlantic 10
Saint Joseph's,2011,Atlantic 10
Saint Joseph's,2012,Atlantic 10
Saint Joseph's,2013,Atlantic 10
Saint Joseph's,2014,Atlantic 10
Saint Joseph's,2015,Atlantic 10
Saint Joseph's,2016,Atlantic 10
Saint Joseph's,2017,Atlantic 10
Saint Joseph's,2018,Atlantic 10
Saint Joseph's,2019,Atlantic 10
Saint Joseph's,2020,Atlantic 10
Saint Joseph's,2021,Atlantic 10
Saint Joseph's,2022,Atlantic 10
Saint Joseph's,2023,Atlantic 10
Saint Joseph's,2024,Atlantic 10
Saint Louis,2010,Atlantic 10
Saint Louis,2011,Atlantic 10
Saint Louis,2012,Atlantic 10
Saint Louis,2013,Atlantic 10
Saint Louis,2014,Atlantic 10
Saint Louis,2015,Atlantic 10
Saint Louis,2016,Atlantic 10
Saint Louis,2017,Atlantic 10
Saint Louis,2018,Atlantic 10
Saint Louis,2019,Atlantic 10
Saint Louis,2020,Atlantic 10
Saint Louis,2021,Atlantic 10
Saint Louis,2022,Atlantic 10
Saint Louis,2023,Atlantic 10
Saint Louis,2024,Atlantic 10
Saint Mary's,2010,WCC
Saint Mary's,2011,WCC
Saint Mary's,2012,WCC
Saint Mary's,2013,WCC
Saint Mary's,2014,WCC
Saint Mary's,2015,WCC
Saint Mary's,2016,WCC
Saint Mary's,2017,WCC
Saint Mary's,2018,WCC
Saint Mary's,2019,WCC
Saint Mary's,2020,WCC
Saint Mary's,2021,WCC
Saint Mary's,2022,WCC
Saint Mary's,2023,WCC
Saint Mary's,2024,WCC
Saint Peter's,2010,MAAC
Saint Peter's,2011,MAAC
Saint Peter's,2012,MAAC
Saint Peter's,2013,MAAC
Saint Peter's,2014,MAAC
Saint Peter's,2015,MAAC
Saint Peter's,2016,MAAC
Saint Peter's,2017,MAAC
Saint Peter's,2018,MAAC
Saint Peter's,2019,MAAC
Saint Peter's,2020,MAAC
Saint Peter's,2021,MAAC
Saint Peter's,2022,MAAC
Saint Peter's,2023,MAAC
Saint Peter's,2024,MAAC
Sam Houston,2010,Southland
Sam Houston,2011,Southland
Sam Houston,2012,Southland
Sam Houston,2013,Southland
Sam Houston,2014,Southland
Sam Houston,2015,Southland
Sam Houston,2016,Southland
Sam Houston,2017,Southland
Sam Houston,2018,Southland
Sam Houston,2019,Southland
Sam Houston,2020,Southland
Sam Houston,2021,Southland
Sam Houston,2022,Southland
Sam Houston,2023,Southland
Sam Houston,2024,Southland
Samford,2010,Southern
Samford,2011,Southern
Samford,2012,Southern
Samford,2013,Southern
Samford,2014,Southern
Samford,2015,Southern
Samford,2016,Southern
Samford,2017,Southern
Samford,2018,Southern
Samford,2019,Southern
Samford,2020,Southern
Samford,2021,Southern
Samford,2022,Southern
Samford,2023,Southern
Samford,2024,Southern
San Diego,2010,WCC
San Diego,2011,WCC
San Diego,2012,WCC
San Diego,2013,WCC
San Diego,2014,WCC
San Diego,2015,WCC
San Diego,2016,WCC
San Diego,2017,WCC
San Diego,2018,WCC
San Diego,2019,WCC
San Diego,2020,WCC
San Diego,2021,WCC
San Diego,2022,WCC
San Diego,2023,WCC
San Diego,2024,WCC
San Diego State,2010,Mountain West
San Diego State,2011,Mountain West
San Diego State,2012,Mountain West
San Diego State,2013,Mountain West
San Diego State,2014,Mountain West
San Diego State,2015,Mountain West
San Diego State,2016,Mountain West
San Diego State,2017,Mountain West
San Diego State,2018,Mountain West
San Diego State,2019,Mountain West
San Diego State,2020,Mountain West
San Diego State,2021,Mountain West
San Diego State,2022,Mountain West
San Diego State,2023,Mountain West
San Diego State,2024,Mountain West
San Francisco,2010,WCC
San Francisco,2011,WCC
San Francisco,2012,WCC
San Francisco,2013,WCC
San Francisco,2014,WCC
San Francisco,2015,WCC
San Francisco,2016,WCC
San Francisco,2017,WCC
San Francisco,2018,WCC
San Francisco,2019,WCC
San Francisco,2020,WCC
San Francisco,2021,WCC
San Francisco,2022,WCC
San Francisco,2023,WCC
San Francisco,2024,WCC
San Jose State,2010,Mountain West
San Jose State,2011,Mountain West
San Jose State,2012,Mountain West
San Jose State,2013,Mountain West
San Jose State,2014,Mountain West
San Jose State,2015,Mountain West
San Jose State,2016,Mountain West
San Jose State,2017,Mountain West
San Jose State,2018,Mountain West
San Jose State,2019,Mountain West
San Jose State,2020,Mountain West
San Jose State,2021,Mountain West
San Jose State,2022,Mountain West
San Jose State,2023,Mountain West
San Jose State,2024,Mountain West
Santa Clara,2010,WCC
Santa Clara,2011,WCC
Santa Clara,2012,WCC
Santa Clara,2013,WCC
Santa Clara,2014,WCC
Santa Clara,2015,WCC
Santa Clara,2016,WCC
Santa Clara,2017,WCC
Santa Clara,2018,WCC
Santa Clara,2019,WCC
Santa Clara,2020,WCC
Santa Clara,2021,WCC
Santa Clara,2022,WCC
Santa Clara,2023,WCC
Santa Clara,2024,WCC
Seattle,2010,WAC
Seattle,2011,WAC
Seattle,2012,WAC
Seattle,2013,WAC
Seattle,2014,WAC
Seattle,2015,WAC
Seattle,2016,WAC
Seattle,2017,WAC
Seattle,2018,WAC
Seattle,2019,WAC
Seattle,2020,WAC
Seattle,2021,WAC
Seattle,2022,WAC
Seattle,2023,WAC
Seattle,2024,WAC
Seton Hall,2010,Big East
Seton Hall,2011,Big East
Seton Hall,2012,Big East
Seton Hall,2013,Big East
Seton Hall,2014,Big East
Seton Hall,2015,Big East
Seton Hall,2016,Big East
Seton Hall,2017,Big East
Seton Hall,2018,Big East
Seton Hall,2019,Big East
Seton Hall,2020,Big East
Seton Hall,2021,Big East
Seton Hall,2022,Big East
Seton Hall,2023,Big East
Seton Hall,2024,Big East
Siena,2010,MAAC
Siena,2011,MAAC
Siena,2012,MAAC
Siena,2013,MAAC
Siena,2014,MAAC
Siena,2015,MAAC
Siena,2016,MAAC
Siena,2017,MAAC
Siena,2018,MAAC
Siena,2019,MAAC
Siena,2020,MAAC
Siena,2021,MAAC
Siena,2022,MAAC
Siena,2023,MAAC
Siena,2024,MAAC
South Alabama,2010,Sun Belt
South Alabama,2011,Sun Belt
South Alabama,2012,Sun Belt
South Alabama,2013,Sun Belt
South Alabama,2014,Sun Belt
South Alabama,2015,Sun Belt
South Alabama,2016,Sun Belt
South Alabama,2017,Sun Belt
South Alabama,2018,Sun Belt
South Alabama,2019,Sun Belt
South Alabama,2020,Sun Belt
South Alabama,2021,Sun Belt
South Alabama,2022,Sun Belt
South Alabama,2023,Sun Belt
South Alabama,2024,Sun Belt
South Carolina,2010,SEC
South Carolina,2011,SEC
South Carolina,2012,SEC
South Carolina,2013,SEC
South Carolina,2014,SEC
South Carolina,2015,SEC
South Carolina,2016,SEC
South Carolina,2017,SEC
South Carolina,2018,SEC
South Carolina,2019,SEC
South Carolina,2020,SEC
South Carolina,2021,SEC
South Carolina,2022,SEC
South Carolina,2023,SEC
South Carolina,2024,SEC
South Carolina State,2010,MEAC
South Carolina State,2011,MEAC
South Carolina State,2012,MEAC
South Carolina State,2013,MEAC
South Carolina State,2014,MEAC
South Carolina State,2015,MEAC
South Carolina State,2016,MEAC
South Carolina State,2017,MEAC
South Carolina State,2018,MEAC
South Carolina State,2019,MEAC
South Carolina State,2020,MEAC
South Carolina State,2021,MEAC
